"App name","Date","Time","Duration"
"Screen on (unlocked)","09/08/23","1:44:37 pm","0:00:01"
"Screen off (locked)","09/08/23","1:43:41 pm","0:00:57"
"WhatsApp","09/08/23","1:43:34 pm","0:00:07"
"Screen on (unlocked)","09/08/23","1:43:33 pm","0:00:01"
"Screen off (locked)","09/08/23","1:41:32 pm","0:02:01"
"WhatsApp","09/08/23","1:40:47 pm","0:00:45"
"Photos","09/08/23","1:40:44 pm","0:00:03"
"Screen on (unlocked)","09/08/23","1:40:43 pm","0:00:01"
"Screen off (locked)","09/08/23","1:38:06 pm","0:02:37"
"Photos","09/08/23","1:37:03 pm","0:01:04"
"Google","09/08/23","1:36:17 pm","0:00:45"
"Chrome","09/08/23","1:35:36 pm","0:00:41"
"Screen on (unlocked)","09/08/23","1:35:36 pm","0:00:01"
"Screen off (locked)","09/08/23","1:33:58 pm","0:01:37"
"Chrome","09/08/23","1:32:23 pm","0:01:35"
"LinkedIn","09/08/23","1:32:18 pm","0:00:04"
"Chrome","09/08/23","1:31:21 pm","0:00:50"
"Google","09/08/23","1:31:19 pm","0:00:01"
"Chrome","09/08/23","1:30:26 pm","0:00:53"
"Google","09/08/23","1:30:12 pm","0:00:14"
"WhatsApp","09/08/23","1:30:03 pm","0:00:08"
"Google","09/08/23","1:29:31 pm","0:00:31"
"WhatsApp","09/08/23","1:29:24 pm","0:00:06"
"Google","09/08/23","1:29:20 pm","0:00:03"
"WhatsApp","09/08/23","1:28:38 pm","0:00:39"
"Screen on (unlocked)","09/08/23","1:28:37 pm","0:00:01"
"Screen off (locked)","09/08/23","1:28:19 pm","0:00:18"
"WhatsApp","09/08/23","1:27:03 pm","0:01:16"
"LinkedIn","09/08/23","1:26:47 pm","0:00:15"
"Screen on (unlocked)","09/08/23","1:26:46 pm","0:00:01"
"Screen off (locked)","09/08/23","1:24:16 pm","0:02:31"
"LinkedIn","09/08/23","1:19:59 pm","0:04:16"
"WhatsApp","09/08/23","1:19:04 pm","0:00:51"
"Screen on (unlocked)","09/08/23","1:19:00 pm","0:00:01"
"Screen off (locked)","09/08/23","1:18:57 pm","0:00:03"
"WhatsApp","09/08/23","1:18:12 pm","0:00:19"
"Screen on (unlocked)","09/08/23","1:18:11 pm","0:00:01"
"Screen off (locked)","09/08/23","1:16:18 pm","0:01:53"
"WhatsApp","09/08/23","1:16:09 pm","0:00:09"
"Screen on (unlocked)","09/08/23","1:16:09 pm","0:00:01"
"Screen off (locked)","09/08/23","1:14:29 pm","0:01:39"
"WhatsApp","09/08/23","1:13:15 pm","0:01:14"
"Screen on (unlocked)","09/08/23","1:13:12 pm","0:00:01"
"Screen off (locked)","09/08/23","1:13:09 pm","0:00:03"
"WhatsApp","09/08/23","1:13:07 pm","0:00:02"
"Screen on (unlocked)","09/08/23","1:13:06 pm","0:00:01"
"Screen off (locked)","09/08/23","1:12:45 pm","0:00:22"
"WhatsApp","09/08/23","1:12:37 pm","0:00:08"
"Screen on (unlocked)","09/08/23","1:12:36 pm","0:00:01"
"Screen off (locked)","09/08/23","1:11:30 pm","0:01:06"
"WhatsApp","09/08/23","1:10:23 pm","0:01:07"
"Prime Video","09/08/23","12:39:23 pm","0:31:00"
"Google","09/08/23","12:39:17 pm","0:00:01"
"Google","09/08/23","12:38:50 pm","0:00:26"
"Prime Video","09/08/23","12:38:11 pm","0:00:37"
"Thunder VPN","09/08/23","12:38:02 pm","0:00:04"
"Chrome","09/08/23","12:37:52 pm","0:00:05"
"Screen on (unlocked)","09/08/23","12:37:51 pm","0:00:01"
"Screen off (locked)","09/08/23","12:33:24 pm","0:04:27"
"Chrome","09/08/23","12:25:45 pm","0:07:39"
"Thunder VPN","09/08/23","12:25:29 pm","0:00:13"
"Snapchat","09/08/23","12:25:20 pm","0:00:07"
"Screen on (unlocked)","09/08/23","12:25:20 pm","0:00:01"
"Screen off (locked)","09/08/23","12:24:51 pm","0:00:29"
"Snapchat","09/08/23","12:24:36 pm","0:00:11"
"Screen on (unlocked)","09/08/23","12:24:36 pm","0:00:01"
"Screen off (locked)","09/08/23","12:23:42 pm","0:00:53"
"Snapchat","09/08/23","12:22:24 pm","0:01:18"
"Chrome","09/08/23","12:22:21 pm","0:00:02"
"Screen on (unlocked)","09/08/23","12:22:00 pm","0:00:01"
"Screen off (locked)","09/08/23","12:10:48 pm","0:11:12"
"YouTube","09/08/23","12:08:37 pm","0:02:10"
"Truecaller","09/08/23","12:08:30 pm","0:00:02"
"Paytm","09/08/23","12:07:42 pm","0:00:48"
"Truecaller","09/08/23","12:07:42 pm","0:00:00"
"Paytm","09/08/23","12:07:42 pm","0:00:00"
"Truecaller","09/08/23","12:07:40 pm","0:00:01"
"Phone","09/08/23","12:07:37 pm","0:00:03"
"Screen on (unlocked)","09/08/23","12:07:36 pm","0:00:01"
"Screen off (locked)","09/08/23","12:07:02 pm","0:00:34"
"Phone","09/08/23","12:07:00 pm","0:00:02"
"Instagram","09/08/23","12:03:57 pm","0:03:02"
"WhatsApp","09/08/23","12:03:49 pm","0:00:07"
"McDelivery","09/08/23","12:03:29 pm","0:00:15"
"Paytm","09/08/23","12:03:15 pm","0:00:09"
"McDelivery","09/08/23","12:02:49 pm","0:00:25"
"Paytm","09/08/23","12:00:51 pm","0:01:57"
"Paytm","09/08/23","12:00:22 pm","0:00:21"
"Paytm","09/08/23","12:00:18 pm","0:00:01"
"McDelivery","09/08/23","11:58:13 am","0:02:03"
"Screen on (unlocked)","09/08/23","11:58:12 am","0:00:01"
"Screen off (locked)","09/08/23","11:57:48 am","0:00:24"
"McDelivery","09/08/23","11:53:14 am","0:04:35"
"Screen on (unlocked)","09/08/23","11:53:13 am","0:00:01"
"Screen off (locked)","09/08/23","11:52:23 am","0:00:50"
"McDelivery","09/08/23","11:51:30 am","0:00:53"
"McDelivery","09/08/23","11:49:05 am","0:02:24"
"McDelivery","09/08/23","11:48:46 am","0:00:16"
"McDonald's","09/08/23","11:48:34 am","0:00:11"
"Swiggy","09/08/23","11:46:12 am","0:02:19"
"Instagram","09/08/23","11:46:06 am","0:00:02"
"Screen on (unlocked)","09/08/23","11:46:06 am","0:00:01"
"Screen off (locked)","09/08/23","11:43:29 am","0:02:37"
"Instagram","09/08/23","11:24:33 am","0:18:55"
"Screen on (unlocked)","09/08/23","11:24:33 am","0:00:01"
"Screen off (locked)","09/08/23","11:17:17 am","0:07:16"
"Instagram","09/08/23","11:16:15 am","0:01:02"
"Chrome","09/08/23","11:16:07 am","0:00:06"
"Google","09/08/23","11:15:58 am","0:00:09"
"Instagram","09/08/23","11:15:53 am","0:00:02"
"WhatsApp","09/08/23","11:15:35 am","0:00:17"
"Calculator","09/08/23","11:15:28 am","0:00:01"
"Screen on (unlocked)","09/08/23","11:15:28 am","0:00:01"
"Screen off (locked)","09/08/23","11:10:18 am","0:05:09"
"Calculator","09/08/23","11:10:13 am","0:00:05"
"Screen on (unlocked)","09/08/23","11:10:13 am","0:00:01"
"Screen off (locked)","09/08/23","11:09:53 am","0:00:20"
"Calculator","09/08/23","11:09:41 am","0:00:12"
"Screen on (unlocked)","09/08/23","11:09:38 am","0:00:01"
"Screen off (locked)","09/08/23","10:49:12 am","0:20:26"
"Instagram","09/08/23","10:40:42 am","0:08:30"
"YouTube","09/08/23","10:40:27 am","0:00:14"
"Instagram","09/08/23","10:38:54 am","0:01:34"
"Screen on (unlocked)","09/08/23","10:38:53 am","0:00:01"
"Screen off (locked)","09/08/23","10:37:00 am","0:01:53"
"Instagram","09/08/23","10:35:32 am","0:01:28"
"WhatsApp","09/08/23","10:35:14 am","0:00:16"
"Instagram","09/08/23","10:33:16 am","0:01:58"
"Screen on (unlocked)","09/08/23","10:33:15 am","0:00:01"
"Screen off (locked)","09/08/23","10:31:25 am","0:01:51"
"Instagram","09/08/23","10:28:20 am","0:03:05"
"Gmail","09/08/23","10:27:46 am","0:00:33"
"Instagram","09/08/23","10:07:05 am","0:20:40"
"MyJio","09/08/23","10:06:26 am","0:00:16"
"GPay","09/08/23","10:06:15 am","0:00:11"
"GPay","09/08/23","10:06:10 am","0:00:01"
"MyJio","09/08/23","10:05:35 am","0:00:36"
"Screen on (unlocked)","09/08/23","10:05:29 am","0:00:01"
"Screen off (locked)","09/08/23","10:02:54 am","0:02:35"
"Instagram","09/08/23","9:49:59 am","0:12:55"
"Chrome","09/08/23","9:48:49 am","0:00:56"
"Google","09/08/23","9:48:29 am","0:00:20"
"Instagram","09/08/23","9:48:25 am","0:00:02"
"Google","09/08/23","9:48:02 am","0:00:22"
"Wireless Earphones","09/08/23","9:48:00 am","0:00:02"
"Google","09/08/23","9:46:45 am","0:01:14"
"Instagram","09/08/23","9:46:35 am","0:00:04"
"Screen on (unlocked)","09/08/23","9:46:35 am","0:00:01"
"Screen off (locked)","09/08/23","9:05:39 am","0:40:55"
"Instagram","09/08/23","9:03:19 am","0:02:21"
"WhatsApp","09/08/23","9:01:48 am","0:01:29"
"Messages","09/08/23","9:01:34 am","0:00:06"
"Screen on (unlocked)","09/08/23","9:01:33 am","0:00:01"
"Screen off (locked)","09/08/23","9:01:25 am","0:00:09"
"Messages","09/08/23","9:01:23 am","0:00:01"
"Screen on (unlocked)","09/08/23","9:01:23 am","0:00:01"
"Screen off (locked)","09/08/23","7:55:14 am","1:06:09"
"Clock","09/08/23","7:54:58 am","0:00:15"
"Screen on (unlocked)","09/08/23","7:54:58 am","0:00:01"
"Screen off (locked)","09/08/23","7:50:02 am","0:04:55"
"Clock","09/08/23","7:49:58 am","0:00:04"
"Screen on (unlocked)","09/08/23","7:49:58 am","0:00:01"
"Screen off (locked)","09/08/23","7:45:14 am","0:04:43"
"Clock","09/08/23","7:44:58 am","0:00:16"
"Screen on (unlocked)","09/08/23","7:44:58 am","0:00:01"
"Screen off (locked)","09/08/23","7:40:30 am","0:04:27"
"Clock","09/08/23","7:39:58 am","0:00:32"
"Screen on (unlocked)","09/08/23","7:39:58 am","0:00:01"
"Screen off (locked)","09/08/23","7:35:08 am","0:04:50"
"Clock","09/08/23","7:34:58 am","0:00:09"
"Screen on (unlocked)","09/08/23","7:34:58 am","0:00:01"
"Screen off (locked)","09/08/23","7:30:34 am","0:04:24"
"Clock","09/08/23","7:29:59 am","0:00:36"
"Screen on (unlocked)","09/08/23","7:29:58 am","0:00:01"
"Screen off (locked)","09/08/23","12:36:43 am","6:53:15"
"Clock","09/08/23","12:36:22 am","0:00:21"
"Instagram","09/08/23","12:36:15 am","0:00:01"
"Screen on (unlocked)","09/08/23","12:36:14 am","0:00:01"
"Screen off (locked)","09/08/23","12:30:52 am","0:05:22"
"Instagram","09/08/23","12:22:41 am","0:08:11"
"YouTube","09/08/23","12:22:35 am","0:00:05"
"WhatsApp","09/08/23","12:22:24 am","0:00:11"
"YouTube","09/08/23","12:22:12 am","0:00:07"
"WhatsApp","09/08/23","12:21:57 am","0:00:15"
"Calculator","09/08/23","12:21:57 am","0:00:00"
"Screen on (unlocked)","09/08/23","12:21:56 am","0:00:01"
"Screen off (locked)","09/08/23","12:18:45 am","0:03:12"
"Calculator","09/08/23","12:18:13 am","0:00:31"
"Screen on (unlocked)","09/08/23","12:18:13 am","0:00:01"
"Screen off (locked)","09/08/23","12:15:01 am","0:03:12"
"Calculator","09/08/23","12:14:50 am","0:00:11"
"Instagram","09/08/23","12:14:47 am","0:00:02"
"Screen on (unlocked)","09/08/23","12:14:47 am","0:00:01"
"Screen off (locked)","08/08/23","11:37:58 pm","0:36:49"
"Instagram","08/08/23","11:27:05 pm","0:10:53"
"Screen on (unlocked)","08/08/23","11:27:04 pm","0:00:01"
"Screen off (locked)","08/08/23","11:26:01 pm","0:01:04"
"Instagram","08/08/23","11:08:24 pm","0:17:36"
"YouTube","08/08/23","10:32:47 pm","0:35:35"
"Screen on (unlocked)","08/08/23","10:32:46 pm","0:00:01"
"Screen off (locked)","08/08/23","10:32:24 pm","0:00:22"
"YouTube","08/08/23","10:27:39 pm","0:04:45"
"Instagram","08/08/23","10:19:24 pm","0:08:09"
"WhatsApp","08/08/23","10:19:16 pm","0:00:07"
"Instagram","08/08/23","10:16:43 pm","0:02:32"
"WhatsApp","08/08/23","10:14:02 pm","0:02:41"
"Instagram","08/08/23","10:09:42 pm","0:04:20"
"Google","08/08/23","10:09:04 pm","0:00:36"
"Chrome","08/08/23","10:09:03 pm","0:00:01"
"Screen on (unlocked)","08/08/23","10:08:58 pm","0:00:01"
"Screen off (locked)","08/08/23","10:08:12 pm","0:00:45"
"Chrome","08/08/23","10:07:58 pm","0:00:14"
"Google","08/08/23","10:07:49 pm","0:00:09"
"Instagram","08/08/23","10:07:21 pm","0:00:25"
"WhatsApp","08/08/23","10:07:19 pm","0:00:01"
"WhatsApp","08/08/23","10:06:26 pm","0:00:51"
"YouTube","08/08/23","9:59:57 pm","0:06:28"
"Fit","08/08/23","9:59:45 pm","0:00:12"
"YouTube","08/08/23","9:44:24 pm","0:15:04"
"Screen on (unlocked)","08/08/23","9:44:24 pm","0:00:01"
"Screen off (locked)","08/08/23","9:43:28 pm","0:00:56"
"YouTube","08/08/23","9:31:01 pm","0:12:27"
"Screen on (unlocked)","08/08/23","9:31:00 pm","0:00:01"
"Screen off (locked)","08/08/23","9:30:39 pm","0:00:21"
"YouTube","08/08/23","9:29:12 pm","0:01:27"
"Screen on (unlocked)","08/08/23","9:29:12 pm","0:00:01"
"Screen off (locked)","08/08/23","9:28:29 pm","0:00:43"
"YouTube","08/08/23","9:18:41 pm","0:09:48"
"Spotify","08/08/23","9:18:36 pm","0:00:03"
"Screen on (unlocked)","08/08/23","9:18:36 pm","0:00:01"
"Screen off (locked)","08/08/23","9:15:01 pm","0:03:34"
"Spotify","08/08/23","9:14:48 pm","0:00:13"
"Screen on (unlocked)","08/08/23","9:14:48 pm","0:00:01"
"Screen off (locked)","08/08/23","9:13:32 pm","0:01:16"
"Spotify","08/08/23","9:13:13 pm","0:00:19"
"Screen on (unlocked)","08/08/23","9:13:12 pm","0:00:01"
"Screen off (locked)","08/08/23","9:09:12 pm","0:04:00"
"Spotify","08/08/23","9:09:07 pm","0:00:05"
"Screen on (unlocked)","08/08/23","9:09:07 pm","0:00:01"
"Screen off (locked)","08/08/23","9:07:46 pm","0:01:21"
"Spotify","08/08/23","9:07:37 pm","0:00:09"
"Screen on (unlocked)","08/08/23","9:07:37 pm","0:00:01"
"Screen off (locked)","08/08/23","9:07:08 pm","0:00:28"
"Spotify","08/08/23","9:06:25 pm","0:00:43"
"Instagram","08/08/23","9:06:17 pm","0:00:03"
"Screen on (unlocked)","08/08/23","9:06:16 pm","0:00:01"
"Screen off (locked)","08/08/23","9:04:19 pm","0:01:57"
"Instagram","08/08/23","9:03:23 pm","0:00:56"
"Calculator","08/08/23","9:03:23 pm","0:00:00"
"Screen on (unlocked)","08/08/23","9:03:22 pm","0:00:01"
"Screen off (locked)","08/08/23","8:54:53 pm","0:08:29"
"Calculator","08/08/23","8:53:44 pm","0:01:09"
"Screen on (unlocked)","08/08/23","8:53:44 pm","0:00:01"
"Screen off (locked)","08/08/23","8:51:53 pm","0:01:51"
"Calculator","08/08/23","8:51:30 pm","0:00:23"
"Screen on (unlocked)","08/08/23","8:51:28 pm","0:00:01"
"Screen off (locked)","08/08/23","8:33:45 pm","0:17:43"
"Instagram","08/08/23","8:33:32 pm","0:00:13"
"WhatsApp","08/08/23","8:33:21 pm","0:00:07"
"Instagram","08/08/23","8:32:59 pm","0:00:21"
"WhatsApp","08/08/23","8:32:53 pm","0:00:05"
"Instagram","08/08/23","8:20:33 pm","0:12:18"
"Screen on (unlocked)","08/08/23","8:20:31 pm","0:00:01"
"Screen off (locked)","08/08/23","8:19:01 pm","0:01:30"
"Screen on (unlocked)","08/08/23","8:18:44 pm","0:00:01"
"Screen off (locked)","08/08/23","8:04:22 pm","0:14:22"
"Screen on (unlocked)","08/08/23","8:04:18 pm","0:00:01"
"Screen off (locked)","08/08/23","7:28:52 pm","0:35:25"
"Truecaller","08/08/23","7:28:44 pm","0:00:03"
"Screen on (unlocked)","08/08/23","7:28:43 pm","0:00:01"
"Screen off (locked)","08/08/23","7:23:42 pm","0:05:02"
"Truecaller","08/08/23","7:23:42 pm","0:00:00"
"Prime Video","08/08/23","7:23:41 pm","0:00:01"
"Phone","08/08/23","7:23:37 pm","0:00:04"
"Screen on (unlocked)","08/08/23","7:23:37 pm","0:00:01"
"Screen off (locked)","08/08/23","7:19:55 pm","0:03:41"
"Phone","08/08/23","7:19:46 pm","0:00:09"
"Screen on (unlocked)","08/08/23","7:19:46 pm","0:00:01"
"Screen off (locked)","08/08/23","7:09:18 pm","0:10:28"
"Prime Video","08/08/23","7:04:27 pm","0:04:51"
"Screen on (unlocked)","08/08/23","7:04:26 pm","0:00:01"
"Screen off (locked)","08/08/23","7:03:34 pm","0:00:53"
"Prime Video","08/08/23","6:30:04 pm","0:33:29"
"Screen on (unlocked)","08/08/23","6:30:04 pm","0:00:01"
"Screen off (locked)","08/08/23","6:29:25 pm","0:00:39"
"Prime Video","08/08/23","6:21:44 pm","0:07:41"
"Instagram","08/08/23","6:21:12 pm","0:00:30"
"Screen on (unlocked)","08/08/23","6:21:11 pm","0:00:01"
"Screen off (locked)","08/08/23","6:19:17 pm","0:01:54"
"Instagram","08/08/23","6:10:24 pm","0:08:53"
"Screen on (unlocked)","08/08/23","6:10:23 pm","0:00:01"
"Screen off (locked)","08/08/23","6:09:40 pm","0:00:43"
"Instagram","08/08/23","6:07:40 pm","0:02:00"
"WhatsApp","08/08/23","6:07:30 pm","0:00:09"
"Doc Scanner","08/08/23","6:07:04 pm","0:00:27"
"WhatsApp","08/08/23","6:06:37 pm","0:00:25"
"Instagram","08/08/23","6:05:21 pm","0:01:17"
"WhatsApp","08/08/23","6:05:10 pm","0:00:10"
"Google","08/08/23","6:04:56 pm","0:00:14"
"Chrome","08/08/23","6:04:48 pm","0:00:07"
"Google","08/08/23","6:04:40 pm","0:00:09"
"WhatsApp","08/08/23","6:03:52 pm","0:00:45"
"Instagram","08/08/23","5:54:51 pm","0:09:02"
"Truecaller","08/08/23","5:54:49 pm","0:00:02"
"Instagram","08/08/23","5:53:48 pm","0:01:01"
"Calculator","08/08/23","5:53:42 pm","0:00:05"
"Instagram","08/08/23","5:42:15 pm","0:11:26"
"Wireless Earphones","08/08/23","5:42:12 pm","0:00:03"
"Instagram","08/08/23","5:42:09 pm","0:00:03"
"Screen on (unlocked)","08/08/23","5:42:06 pm","0:00:01"
"Screen off (locked)","08/08/23","4:44:33 pm","0:57:32"
"Chrome","08/08/23","4:44:09 pm","0:00:23"
"Chrome","08/08/23","4:44:02 pm","0:00:06"
"Google","08/08/23","4:43:56 pm","0:00:06"
"Instagram","08/08/23","4:43:45 pm","0:00:03"
"Screen on (unlocked)","08/08/23","4:43:41 pm","0:00:01"
"Screen off (locked)","08/08/23","4:41:45 pm","0:01:56"
"Google","08/08/23","4:41:40 pm","0:00:04"
"Chrome","08/08/23","4:41:24 pm","0:00:16"
"Google","08/08/23","4:40:18 pm","0:01:06"
"Screen on (unlocked)","08/08/23","4:40:14 pm","0:00:01"
"Screen off (locked)","08/08/23","4:36:45 pm","0:03:29"
"Instagram","08/08/23","4:35:58 pm","0:00:46"
"Screen on (unlocked)","08/08/23","4:35:57 pm","0:00:01"
"Screen off (locked)","08/08/23","4:35:41 pm","0:00:16"
"Instagram","08/08/23","4:30:31 pm","0:05:10"
"Screen on (unlocked)","08/08/23","4:30:30 pm","0:00:01"
"Screen off (locked)","08/08/23","4:29:25 pm","0:01:05"
"Instagram","08/08/23","4:21:14 pm","0:08:11"
"Screen on (unlocked)","08/08/23","4:21:07 pm","0:00:01"
"Screen off (locked)","08/08/23","4:04:53 pm","0:16:14"
"Instagram","08/08/23","3:59:30 pm","0:05:22"
"LinkedIn","08/08/23","3:58:02 pm","0:01:25"
"Screen on (unlocked)","08/08/23","3:58:00 pm","0:00:01"
"Screen off (locked)","08/08/23","3:46:24 pm","0:11:36"
"Google","08/08/23","3:46:19 pm","0:00:02"
"WhatsApp","08/08/23","3:27:29 pm","0:18:49"
"Google","08/08/23","3:27:06 pm","0:00:23"
"Instagram","08/08/23","3:26:39 pm","0:00:25"
"Screen on (unlocked)","08/08/23","3:26:38 pm","0:00:01"
"Screen off (locked)","08/08/23","3:26:09 pm","0:00:29"
"Instagram","08/08/23","3:18:09 pm","0:08:00"
"Gmail","08/08/23","3:17:43 pm","0:00:24"
"Chrome","08/08/23","3:17:23 pm","0:00:06"
"Chrome","08/08/23","3:17:18 pm","0:00:02"
"WhatsApp","08/08/23","3:17:08 pm","0:00:10"
"Screen on (unlocked)","08/08/23","3:17:08 pm","0:00:01"
"Screen off (locked)","08/08/23","2:06:25 pm","1:10:43"
"WhatsApp","08/08/23","2:06:00 pm","0:00:25"
"Chrome","08/08/23","2:05:47 pm","0:00:13"
"Chrome","08/08/23","2:05:46 pm","0:00:01"
"WhatsApp","08/08/23","2:05:43 pm","0:00:03"
"Chrome","08/08/23","2:05:24 pm","0:00:18"
"Chrome","08/08/23","2:05:21 pm","0:00:01"
"WhatsApp","08/08/23","2:04:57 pm","0:00:24"
"Instagram","08/08/23","2:03:52 pm","0:01:05"
"WhatsApp","08/08/23","2:03:15 pm","0:00:35"
"Prime Video","08/08/23","2:03:11 pm","0:00:02"
"Screen on (unlocked)","08/08/23","2:03:10 pm","0:00:01"
"Screen off (locked)","08/08/23","2:02:21 pm","0:00:49"
"Prime Video","08/08/23","1:38:18 pm","0:24:03"
"WhatsApp","08/08/23","1:37:57 pm","0:00:21"
"Prime Video","08/08/23","1:37:53 pm","0:00:02"
"Screen on (unlocked)","08/08/23","1:37:53 pm","0:00:01"
"Screen off (locked)","08/08/23","1:37:31 pm","0:00:22"
"Prime Video","08/08/23","1:18:45 pm","0:18:46"
"Permission controller","08/08/23","1:18:44 pm","0:00:00"
"Prime Video","08/08/23","1:18:43 pm","0:00:01"
"YouTube","08/08/23","1:17:20 pm","0:01:21"
"Wireless Earphones","08/08/23","1:17:17 pm","0:00:02"
"YouTube","08/08/23","1:16:53 pm","0:00:25"
"WhatsApp","08/08/23","1:15:41 pm","0:00:36"
"Screen on (unlocked)","08/08/23","1:15:40 pm","0:00:01"
"Screen off (locked)","08/08/23","1:11:23 pm","0:04:17"
"WhatsApp","08/08/23","1:10:28 pm","0:00:53"
"YouTube","08/08/23","1:10:14 pm","0:00:13"
"WhatsApp","08/08/23","1:09:37 pm","0:00:37"
"Screen on (unlocked)","08/08/23","1:09:36 pm","0:00:01"
"Screen off (locked)","08/08/23","1:06:10 pm","0:03:26"
"WhatsApp","08/08/23","1:06:08 pm","0:00:03"
"Instagram","08/08/23","1:05:23 pm","0:00:44"
"WhatsApp","08/08/23","1:04:52 pm","0:00:24"
"WhatsApp","08/08/23","1:03:05 pm","0:01:46"
"WhatsApp","08/08/23","12:59:19 pm","0:03:44"
"WhatsApp","08/08/23","12:57:09 pm","0:02:07"
"Screen on (unlocked)","08/08/23","12:57:08 pm","0:00:01"
"Screen off (locked)","08/08/23","12:52:50 pm","0:04:18"
"WhatsApp","08/08/23","12:52:11 pm","0:00:39"
"Screen on (unlocked)","08/08/23","12:52:10 pm","0:00:01"
"Screen off (locked)","08/08/23","12:51:25 pm","0:00:45"
"WhatsApp","08/08/23","12:51:14 pm","0:00:11"
"Screen on (unlocked)","08/08/23","12:51:13 pm","0:00:01"
"Screen off (locked)","08/08/23","12:49:11 pm","0:02:02"
"WhatsApp","08/08/23","12:49:06 pm","0:00:06"
"Screen on (unlocked)","08/08/23","12:49:05 pm","0:00:01"
"Screen off (locked)","08/08/23","12:48:29 pm","0:00:36"
"WhatsApp","08/08/23","12:48:15 pm","0:00:14"
"Screen on (unlocked)","08/08/23","12:48:14 pm","0:00:01"
"Screen off (locked)","08/08/23","12:47:17 pm","0:00:57"
"WhatsApp","08/08/23","12:47:08 pm","0:00:09"
"Drive","08/08/23","12:46:52 pm","0:00:16"
"Screen on (unlocked)","08/08/23","12:46:51 pm","0:00:01"
"Screen off (locked)","08/08/23","12:46:08 pm","0:00:43"
"Drive","08/08/23","12:46:03 pm","0:00:05"
"WhatsApp","08/08/23","12:45:10 pm","0:00:52"
"Swiggy","08/08/23","12:45:07 pm","0:00:01"
"Screen on (unlocked)","08/08/23","12:45:07 pm","0:00:01"
"Screen off (locked)","08/08/23","12:44:40 pm","0:00:27"
"Swiggy","08/08/23","12:44:16 pm","0:00:24"
"Screen on (unlocked)","08/08/23","12:43:56 pm","0:00:01"
"Screen off (locked)","08/08/23","12:39:41 pm","0:04:16"
"WhatsApp","08/08/23","12:39:08 pm","0:00:32"
"Screen on (unlocked)","08/08/23","12:39:08 pm","0:00:01"
"Screen off (locked)","08/08/23","12:32:45 pm","0:06:22"
"WhatsApp","08/08/23","12:32:16 pm","0:00:29"
"Doc Scanner","08/08/23","12:31:24 pm","0:00:52"
"WhatsApp","08/08/23","12:30:52 pm","0:00:30"
"Screen on (unlocked)","08/08/23","12:30:49 pm","0:00:01"
"Screen off (locked)","08/08/23","12:29:20 pm","0:01:29"
"Gmail","08/08/23","12:29:08 pm","0:00:10"
"Gmail","08/08/23","12:28:17 pm","0:00:51"
"Screen on (unlocked)","08/08/23","12:28:16 pm","0:00:01"
"Screen off (locked)","08/08/23","12:27:29 pm","0:00:46"
"WhatsApp","08/08/23","12:27:20 pm","0:00:09"
"Swiggy","08/08/23","12:27:06 pm","0:00:06"
"GPay","08/08/23","12:26:54 pm","0:00:12"
"GPay","08/08/23","12:26:50 pm","0:00:02"
"Swiggy","08/08/23","12:26:05 pm","0:00:44"
"Screen on (unlocked)","08/08/23","12:26:05 pm","0:00:01"
"Screen off (locked)","08/08/23","12:25:32 pm","0:00:33"
"Swiggy","08/08/23","12:24:56 pm","0:00:36"
"Screen on (unlocked)","08/08/23","12:24:55 pm","0:00:01"
"Screen off (locked)","08/08/23","12:24:31 pm","0:00:24"
"Swiggy","08/08/23","12:21:18 pm","0:03:13"
"WhatsApp","08/08/23","12:21:12 pm","0:00:04"
"Screen on (unlocked)","08/08/23","12:21:12 pm","0:00:01"
"Screen off (locked)","08/08/23","12:20:56 pm","0:00:16"
"WhatsApp","08/08/23","12:20:08 pm","0:00:48"
"Screen on (unlocked)","08/08/23","12:20:07 pm","0:00:01"
"Screen off (locked)","08/08/23","12:19:55 pm","0:00:12"
"WhatsApp","08/08/23","12:19:43 pm","0:00:12"
"Swiggy","08/08/23","12:18:59 pm","0:00:42"
"Screen on (unlocked)","08/08/23","12:18:58 pm","0:00:01"
"Screen off (locked)","08/08/23","12:18:36 pm","0:00:22"
"Swiggy","08/08/23","12:16:02 pm","0:02:34"
"WhatsApp","08/08/23","12:15:57 pm","0:00:04"
"Swiggy","08/08/23","12:15:06 pm","0:00:51"
"Google Play Store","08/08/23","12:15:06 pm","0:00:00"
"Swiggy","08/08/23","12:14:56 pm","0:00:10"
"Screen on (unlocked)","08/08/23","12:14:42 pm","0:00:01"
"Screen off (locked)","08/08/23","12:13:16 pm","0:01:26"
"WhatsApp","08/08/23","12:12:17 pm","0:00:57"
"Screen on (unlocked)","08/08/23","12:12:16 pm","0:00:01"
"Screen off (locked)","08/08/23","12:09:25 pm","0:02:51"
"WhatsApp","08/08/23","12:08:47 pm","0:00:37"
"Screen on (unlocked)","08/08/23","12:08:46 pm","0:00:01"
"Screen off (locked)","08/08/23","12:04:57 pm","0:03:49"
"Instagram","08/08/23","12:04:18 pm","0:00:28"
"WhatsApp","08/08/23","12:04:01 pm","0:00:16"
"Screen on (unlocked)","08/08/23","12:04:00 pm","0:00:01"
"Screen off (locked)","08/08/23","11:27:28 am","0:36:32"
"Instagram","08/08/23","10:36:35 am","0:50:52"
"Screen on (unlocked)","08/08/23","10:36:34 am","0:00:01"
