"App name","Date","Time","Duration"
"App Usage","11/08/23","5:29:39 pm","0:00:01"
"WhatsApp","11/08/23","5:28:41 pm","0:00:57"
"WhatsApp","11/08/23","5:28:26 pm","0:00:10"
"App Usage","11/08/23","5:26:06 pm","0:02:19"
"Activity history enabled","11/08/23","5:26:06 pm","0:00:00"
"App Usage","11/08/23","5:25:05 pm","0:00:00"
"App Usage","11/08/23","5:24:58 pm","0:00:04"
"Permission controller","11/08/23","5:24:57 pm","0:00:01"
"App Usage","11/08/23","5:24:55 pm","0:00:01"
"App Usage","11/08/23","5:24:40 pm","0:00:07"
"Google Play Store","11/08/23","5:23:44 pm","0:00:56"
"Swiggy","11/08/23","5:23:19 pm","0:00:01"
"Screen on (unlocked)","11/08/23","5:23:18 pm","0:00:01"
"Screen off (locked)","11/08/23","5:12:02 pm","0:11:16"
"Swiggy","11/08/23","5:11:59 pm","0:00:03"
"Screen on (unlocked)","11/08/23","5:11:58 pm","0:00:01"
"Screen off (locked)","11/08/23","5:11:35 pm","0:00:23"
"Swiggy","11/08/23","5:11:01 pm","0:00:34"
"Truecaller","11/08/23","5:10:53 pm","0:00:05"
"Screen on (unlocked)","11/08/23","5:10:52 pm","0:00:01"
"Screen off (locked)","11/08/23","5:01:45 pm","0:09:08"
"Truecaller","11/08/23","5:01:44 pm","0:00:00"
"Screen on (unlocked)","11/08/23","5:01:44 pm","0:00:01"
"Screen off (locked)","11/08/23","5:01:41 pm","0:00:03"
"Phone","11/08/23","5:01:36 pm","0:00:05"
"Screen on (unlocked)","11/08/23","5:01:35 pm","0:00:01"
"Screen off (locked)","11/08/23","4:59:41 pm","0:01:54"
"ICICIdirect Markets","11/08/23","4:59:35 pm","0:00:02"
"Screen on (unlocked)","11/08/23","4:59:34 pm","0:00:01"
"Screen off (locked)","11/08/23","4:50:37 pm","0:08:57"
"ICICIdirect Markets","11/08/23","4:49:29 pm","0:01:08"
"Instagram","11/08/23","4:30:12 pm","0:19:12"
"Screen on (unlocked)","11/08/23","4:30:08 pm","0:00:01"
"Screen off (locked)","11/08/23","4:23:21 pm","0:06:47"
"WhatsApp","11/08/23","4:23:03 pm","0:00:17"
"Screen on (unlocked)","11/08/23","4:23:02 pm","0:00:01"
"Screen off (locked)","11/08/23","4:22:34 pm","0:00:28"
"WhatsApp","11/08/23","4:16:20 pm","0:06:12"
"Instagram","11/08/23","4:16:16 pm","0:00:03"
"Screen on (unlocked)","11/08/23","4:16:15 pm","0:00:01"
"Screen off (locked)","11/08/23","3:27:11 pm","0:49:04"
"Instagram","11/08/23","3:15:54 pm","0:11:17"
"Screen on (unlocked)","11/08/23","3:15:52 pm","0:00:01"
"Screen off (locked)","11/08/23","3:15:06 pm","0:00:46"
"Instagram","11/08/23","3:07:35 pm","0:07:28"
"WhatsApp","11/08/23","3:07:13 pm","0:00:18"
"Gmail","11/08/23","3:07:03 pm","0:00:08"
"YouTube","11/08/23","3:06:44 pm","0:00:02"
"Screen on (unlocked)","11/08/23","3:06:44 pm","0:00:01"
"Screen off (locked)","11/08/23","3:06:41 pm","0:00:02"
"YouTube","11/08/23","3:06:41 pm","0:00:01"
"Screen on (unlocked)","11/08/23","3:06:40 pm","0:00:01"
"Screen off (locked)","11/08/23","3:01:28 pm","0:05:12"
"YouTube","11/08/23","2:52:22 pm","0:09:06"
"Instagram","11/08/23","2:52:12 pm","0:00:09"
"WhatsApp","11/08/23","2:51:22 pm","0:00:46"
"Chrome","11/08/23","2:51:01 pm","0:00:19"
"Google","11/08/23","2:50:35 pm","0:00:25"
"Chrome","11/08/23","2:50:29 pm","0:00:06"
"Google","11/08/23","2:50:25 pm","0:00:04"
"Chrome","11/08/23","2:50:20 pm","0:00:05"
"WhatsApp","11/08/23","2:50:12 pm","0:00:07"
"Chrome","11/08/23","2:49:26 pm","0:00:45"
"Google","11/08/23","2:49:21 pm","0:00:05"
"WhatsApp","11/08/23","2:48:49 pm","0:00:31"
"Google","11/08/23","2:47:23 pm","0:01:25"
"WhatsApp","11/08/23","2:46:09 pm","0:01:12"
"Screen on (unlocked)","11/08/23","2:46:08 pm","0:00:01"
"Screen off (locked)","11/08/23","2:44:35 pm","0:01:33"
"WhatsApp","11/08/23","2:43:05 pm","0:01:30"
"Instagram","11/08/23","2:39:48 pm","0:03:16"
"WhatsApp","11/08/23","2:38:07 pm","0:01:37"
"Prime Video","11/08/23","2:16:32 pm","0:21:26"
"WhatsApp","11/08/23","2:16:05 pm","0:00:26"
"Chrome","11/08/23","2:15:50 pm","0:00:15"
"WhatsApp","11/08/23","2:15:44 pm","0:00:06"
"Prime Video","11/08/23","2:15:36 pm","0:00:00"
"WhatsApp","11/08/23","2:15:31 pm","0:00:05"
"Prime Video","11/08/23","1:44:39 pm","0:00:13"
"YouTube","11/08/23","1:33:41 pm","0:10:54"
"Spotify","11/08/23","1:33:32 pm","0:00:07"
"YouTube","11/08/23","1:32:57 pm","0:00:24"
"Screen on (unlocked)","11/08/23","1:32:57 pm","0:00:01"
"Screen off (locked)","11/08/23","1:31:57 pm","0:01:00"
"YouTube","11/08/23","1:29:07 pm","0:02:49"
"Gmail","11/08/23","1:28:14 pm","0:00:46"
"Screen on (unlocked)","11/08/23","1:28:13 pm","0:00:01"
"Screen off (locked)","11/08/23","1:28:12 pm","0:00:01"
"WhatsApp","11/08/23","1:28:10 pm","0:00:02"
"Screen on (unlocked)","11/08/23","1:28:10 pm","0:00:01"
"Screen off (locked)","11/08/23","1:26:11 pm","0:01:59"
"Instagram","11/08/23","1:25:59 pm","0:00:02"
"Instagram","11/08/23","1:23:44 pm","0:02:14"
"Chrome","11/08/23","1:22:42 pm","0:01:00"
"Google","11/08/23","1:22:02 pm","0:00:40"
"Screen on (unlocked)","11/08/23","1:21:58 pm","0:00:01"
"Screen off (locked)","11/08/23","1:19:24 pm","0:02:34"
"Google Play Store","11/08/23","1:19:23 pm","0:00:01"
"WhatsApp","11/08/23","1:18:58 pm","0:00:21"
"Screen on (unlocked)","11/08/23","1:18:57 pm","0:00:01"
"Screen off (locked)","11/08/23","1:18:06 pm","0:00:51"
"Screen on (unlocked)","11/08/23","1:18:05 pm","0:00:01"
"Screen off (locked)","11/08/23","1:14:10 pm","0:03:55"
"Maps","11/08/23","1:13:50 pm","0:00:20"
"Screen on (unlocked)","11/08/23","1:13:50 pm","0:00:01"
"Screen off (locked)","11/08/23","1:13:23 pm","0:00:27"
"Maps","11/08/23","1:13:15 pm","0:00:07"
"Screen on (unlocked)","11/08/23","1:13:15 pm","0:00:01"
"Screen off (locked)","11/08/23","1:13:12 pm","0:00:03"
"Maps","11/08/23","1:13:06 pm","0:00:06"
"Screen on (unlocked)","11/08/23","1:13:05 pm","0:00:01"
"Screen off (locked)","11/08/23","1:13:01 pm","0:00:04"
"Maps","11/08/23","1:13:00 pm","0:00:02"
"Screen on (unlocked)","11/08/23","1:12:59 pm","0:00:01"
"Screen off (locked)","11/08/23","1:12:28 pm","0:00:31"
"Permission controller","11/08/23","1:12:25 pm","0:00:03"
"Screen on (unlocked)","11/08/23","1:12:25 pm","0:00:01"
"Screen off (locked)","11/08/23","1:12:24 pm","0:00:01"
"Permission controller","11/08/23","1:12:19 pm","0:00:05"
"Screen on (unlocked)","11/08/23","1:12:18 pm","0:00:01"
"Screen off (locked)","11/08/23","1:12:17 pm","0:00:01"
"Permission controller","11/08/23","1:12:15 pm","0:00:02"
"Screen on (unlocked)","11/08/23","1:12:14 pm","0:00:01"
"Screen off (locked)","11/08/23","1:11:05 pm","0:01:09"
"Google Play Store","11/08/23","1:11:04 pm","0:00:01"
"Screen on (unlocked)","11/08/23","1:11:03 pm","0:00:01"
"Screen off (locked)","11/08/23","1:10:00 pm","0:01:03"
"Google Play Store","11/08/23","1:09:51 pm","0:00:02"
"Screen on (unlocked)","11/08/23","1:09:51 pm","0:00:01"
"Screen off (locked)","11/08/23","1:03:58 pm","0:05:53"
"Google Play Store","11/08/23","1:03:42 pm","0:00:16"
"Screen on (unlocked)","11/08/23","1:03:36 pm","0:00:01"
"Screen off (locked)","11/08/23","1:03:07 pm","0:00:28"
"Instagram","11/08/23","1:02:59 pm","0:00:08"
"WhatsApp","11/08/23","1:02:54 pm","0:00:02"
"Screen on (unlocked)","11/08/23","1:02:50 pm","0:00:01"
"Screen off (locked)","11/08/23","1:01:38 pm","0:01:11"
"WhatsApp","11/08/23","1:01:35 pm","0:00:01"
"Screen on (unlocked)","11/08/23","1:01:34 pm","0:00:01"
"Screen off (locked)","11/08/23","1:01:16 pm","0:00:19"
"WhatsApp","11/08/23","1:01:14 pm","0:00:02"
"Screen on (unlocked)","11/08/23","1:01:13 pm","0:00:01"
"Screen off (locked)","11/08/23","12:59:36 pm","0:01:37"
"WhatsApp","11/08/23","12:59:31 pm","0:00:05"
"Screen on (unlocked)","11/08/23","12:59:29 pm","0:00:01"
"Screen off (locked)","11/08/23","12:58:20 pm","0:01:08"
"Calculator","11/08/23","12:58:13 pm","0:00:01"
"Screen on (unlocked)","11/08/23","12:58:13 pm","0:00:01"
"Screen off (locked)","11/08/23","12:56:37 pm","0:01:36"
"Calculator","11/08/23","12:55:38 pm","0:00:58"
"WhatsApp","11/08/23","12:55:36 pm","0:00:01"
"Screen on (unlocked)","11/08/23","12:55:35 pm","0:00:01"
"Screen off (locked)","11/08/23","12:53:26 pm","0:02:09"
"WhatsApp","11/08/23","12:53:17 pm","0:00:09"
"Screen on (unlocked)","11/08/23","12:53:15 pm","0:00:01"
"Screen off (locked)","11/08/23","12:50:07 pm","0:03:08"
"WhatsApp","11/08/23","12:49:57 pm","0:00:09"
"Truecaller","11/08/23","12:49:54 pm","0:00:00"
"WhatsApp","11/08/23","12:49:11 pm","0:00:43"
"Phone","11/08/23","12:49:01 pm","0:00:04"
"WhatsApp","11/08/23","12:48:56 pm","0:00:04"
"Screen on (unlocked)","11/08/23","12:48:56 pm","0:00:01"
"Screen off (locked)","11/08/23","12:46:21 pm","0:02:35"
"Screen on (unlocked)","11/08/23","12:46:19 pm","0:00:01"
"Screen off (locked)","11/08/23","12:46:17 pm","0:00:02"
"Manage notifications","11/08/23","12:46:15 pm","0:00:02"
"Screen on (unlocked)","11/08/23","12:46:14 pm","0:00:01"
"Screen off (locked)","11/08/23","12:46:11 pm","0:00:03"
"Permission controller","11/08/23","12:46:09 pm","0:00:02"
"Screen on (unlocked)","11/08/23","12:46:09 pm","0:00:01"
"Screen off (locked)","11/08/23","12:46:07 pm","0:00:01"
"Screen on (unlocked)","11/08/23","12:45:57 pm","0:00:01"
"Screen off (locked)","11/08/23","12:45:48 pm","0:00:10"
"Google Play Store","11/08/23","12:45:10 pm","0:00:38"
"WhatsApp","11/08/23","12:45:06 pm","0:00:01"
"WhatsApp","11/08/23","12:45:03 pm","0:00:01"
"Screen on (unlocked)","11/08/23","12:45:02 pm","0:00:01"
"Screen off (locked)","11/08/23","12:35:54 pm","0:09:08"
"WhatsApp","11/08/23","12:35:34 pm","0:00:20"
"Screen on (unlocked)","11/08/23","12:35:33 pm","0:00:01"
"Screen off (locked)","11/08/23","12:35:32 pm","0:00:01"
"WhatsApp","11/08/23","12:35:31 pm","0:00:02"
"Screen on (unlocked)","11/08/23","12:35:30 pm","0:00:01"
"Screen off (locked)","11/08/23","12:35:02 pm","0:00:28"
"WhatsApp","11/08/23","12:33:59 pm","0:01:03"
"Screen on (unlocked)","11/08/23","12:33:59 pm","0:00:01"
"Screen off (locked)","11/08/23","12:31:58 pm","0:02:01"
"WhatsApp","11/08/23","12:31:49 pm","0:00:09"
"Screen on (unlocked)","11/08/23","12:31:49 pm","0:00:01"
"Screen off (locked)","11/08/23","12:31:47 pm","0:00:02"
"WhatsApp","11/08/23","12:30:39 pm","0:01:08"
"Wireless Earphones","11/08/23","12:30:17 pm","0:00:06"
"Screen on (unlocked)","11/08/23","12:29:52 pm","0:00:01"
"Screen off (locked)","11/08/23","12:27:58 pm","0:01:54"
"Instagram","11/08/23","12:27:45 pm","0:00:02"
"Screen on (unlocked)","11/08/23","12:27:44 pm","0:00:01"
"Screen off (locked)","11/08/23","11:48:45 am","0:38:59"
"Instagram","11/08/23","11:26:25 am","0:22:20"
"Calculator","11/08/23","11:25:41 am","0:00:41"
"Screen on (unlocked)","11/08/23","11:25:35 am","0:00:01"
"Screen off (locked)","11/08/23","11:23:19 am","0:02:16"
"Truecaller","11/08/23","11:23:16 am","0:00:01"
"Screen on (unlocked)","11/08/23","11:23:16 am","0:00:01"
"Screen off (locked)","11/08/23","11:23:13 am","0:00:02"
"Truecaller","11/08/23","11:23:13 am","0:00:00"
"Phone","11/08/23","11:23:11 am","0:00:01"
"Screen on (unlocked)","11/08/23","11:23:11 am","0:00:01"
"Screen off (locked)","11/08/23","11:21:54 am","0:01:17"
"Phone","11/08/23","11:21:48 am","0:00:07"
"Screen on (unlocked)","11/08/23","11:21:47 am","0:00:01"
"Screen off (locked)","11/08/23","11:01:30 am","0:20:17"
"WhatsApp","11/08/23","11:01:23 am","0:00:06"
"Instagram","11/08/23","10:47:35 am","0:13:40"
"Screen on (unlocked)","11/08/23","10:47:34 am","0:00:01"
"Screen off (locked)","11/08/23","10:46:35 am","0:00:59"
"Instagram","11/08/23","10:45:09 am","0:01:26"
"Instagram","11/08/23","10:44:48 am","0:00:01"
"Screen on (unlocked)","11/08/23","10:44:47 am","0:00:01"
"Screen off (locked)","11/08/23","10:30:12 am","0:14:35"
"Instagram","11/08/23","10:26:56 am","0:03:16"
"Drive","11/08/23","10:26:53 am","0:00:01"
"Instagram","11/08/23","10:24:17 am","0:02:34"
"Wireless Earphones","11/08/23","10:24:13 am","0:00:03"
"Instagram","11/08/23","10:19:09 am","0:05:05"
"Screen on (unlocked)","11/08/23","10:19:08 am","0:00:01"
"Screen off (locked)","11/08/23","10:06:56 am","0:12:12"
"WhatsApp","11/08/23","10:05:06 am","0:01:50"
"Messages","11/08/23","10:05:03 am","0:00:02"
"Screen on (unlocked)","11/08/23","10:05:02 am","0:00:01"
"Screen off (locked)","11/08/23","9:05:34 am","0:59:28"
"Messages","11/08/23","9:05:21 am","0:00:13"
"Instagram","11/08/23","9:05:18 am","0:00:02"
"Screen on (unlocked)","11/08/23","9:05:18 am","0:00:01"
"Screen off (locked)","11/08/23","8:41:18 am","0:24:00"
"Instagram","11/08/23","8:38:28 am","0:02:50"
"Screen on (unlocked)","11/08/23","8:38:23 am","0:00:01"
"Screen off (locked)","11/08/23","8:35:19 am","0:03:04"
"Instagram","11/08/23","8:34:55 am","0:00:21"
"WhatsApp","11/08/23","8:32:32 am","0:02:21"
"Instagram","11/08/23","8:31:14 am","0:01:17"
"Screen on (unlocked)","11/08/23","8:31:13 am","0:00:01"
"Screen off (locked)","11/08/23","8:30:33 am","0:00:41"
"Instagram","11/08/23","8:24:58 am","0:05:34"
"Screen on (unlocked)","11/08/23","8:24:58 am","0:00:01"
"Screen off (locked)","11/08/23","8:11:25 am","0:13:33"
"Instagram","11/08/23","8:06:57 am","0:04:28"
"Gmail","11/08/23","8:06:37 am","0:00:10"
"Screen on (unlocked)","11/08/23","8:06:37 am","0:00:01"
"Screen off (locked)","11/08/23","8:05:37 am","0:01:00"
"Gmail","11/08/23","8:05:26 am","0:00:11"
"Clock","11/08/23","8:04:39 am","0:00:47"
"Screen on (unlocked)","11/08/23","8:04:39 am","0:00:01"
"Screen off (locked)","11/08/23","1:35:45 am","6:28:54"
"Clock","11/08/23","1:35:27 am","0:00:18"
"Screen on (unlocked)","11/08/23","1:35:23 am","0:00:01"
"Screen off (locked)","11/08/23","1:35:09 am","0:00:14"
"Thunder VPN","11/08/23","1:34:59 am","0:00:05"
"Chrome","11/08/23","1:34:36 am","0:00:18"
"Chrome","11/08/23","1:23:19 am","0:11:14"
"Screen on (unlocked)","11/08/23","1:23:09 am","0:00:01"
"Screen off (locked)","11/08/23","1:21:20 am","0:01:50"
"Thunder VPN","11/08/23","1:21:07 am","0:00:11"
"Screen on (unlocked)","11/08/23","1:20:20 am","0:00:01"
"Screen off (locked)","11/08/23","1:19:33 am","0:00:47"
"YouTube","11/08/23","1:16:54 am","0:02:36"
"WhatsApp","11/08/23","1:16:52 am","0:00:02"
"YouTube","11/08/23","1:09:09 am","0:07:43"
"Screen on (unlocked)","11/08/23","1:09:08 am","0:00:01"
"Screen off (locked)","11/08/23","1:06:32 am","0:02:36"
"YouTube","11/08/23","12:51:39 am","0:14:54"
"WhatsApp","11/08/23","12:51:24 am","0:00:12"
"WhatsApp","11/08/23","12:50:37 am","0:00:45"
"LinkedIn","11/08/23","12:50:33 am","0:00:04"
"LinkedIn","11/08/23","12:49:55 am","0:00:35"
"WhatsApp","11/08/23","12:49:41 am","0:00:14"
"WhatsApp","11/08/23","12:49:17 am","0:00:22"
"LinkedIn","11/08/23","12:49:13 am","0:00:04"
"YouTube","11/08/23","12:49:10 am","0:00:02"
"LinkedIn","11/08/23","12:48:45 am","0:00:25"
"WhatsApp","11/08/23","12:48:39 am","0:00:06"
"LinkedIn","11/08/23","12:48:36 am","0:00:03"
"WhatsApp","11/08/23","12:48:13 am","0:00:23"
"LinkedIn","11/08/23","12:48:11 am","0:00:02"
"LinkedIn","11/08/23","12:47:29 am","0:00:36"
"WhatsApp","11/08/23","12:47:21 am","0:00:08"
"YouTube","11/08/23","12:38:36 am","0:08:45"
"Screen on (unlocked)","11/08/23","12:38:35 am","0:00:01"
"Screen off (locked)","11/08/23","12:38:34 am","0:00:01"
"YouTube","11/08/23","12:36:45 am","0:01:49"
"Screen on (unlocked)","11/08/23","12:36:44 am","0:00:01"
"Screen off (locked)","11/08/23","12:35:44 am","0:01:00"
"YouTube","11/08/23","12:25:37 am","0:10:08"
"WhatsApp","11/08/23","12:25:29 am","0:00:03"
"Chrome","11/08/23","12:23:55 am","0:01:34"
"WhatsApp","11/08/23","12:22:57 am","0:00:58"
"LinkedIn","11/08/23","12:22:15 am","0:00:38"
"Chrome","11/08/23","12:22:13 am","0:00:02"
"Gmail","11/08/23","12:20:18 am","0:01:55"
"Screen on (unlocked)","11/08/23","12:20:17 am","0:00:01"
"Screen off (locked)","11/08/23","12:16:12 am","0:04:05"
"Gmail","11/08/23","12:14:10 am","0:01:55"
"Screen on (unlocked)","11/08/23","12:14:10 am","0:00:01"
"Screen off (locked)","11/08/23","12:12:05 am","0:02:05"
"Gmail","11/08/23","12:11:53 am","0:00:11"
"Screen on (unlocked)","11/08/23","12:11:52 am","0:00:01"
"Screen off (locked)","10/08/23","11:20:21 pm","0:51:31"
"Screen on (unlocked)","10/08/23","11:19:55 pm","0:00:01"
"Screen off (locked)","10/08/23","10:44:41 pm","0:35:14"
"WhatsApp","10/08/23","10:43:21 pm","0:01:17"
"Gmail","10/08/23","10:43:15 pm","0:00:04"
"Screen on (unlocked)","10/08/23","10:43:06 pm","0:00:01"
"Screen off (locked)","10/08/23","10:33:25 pm","0:09:41"
"Instagram","10/08/23","10:22:51 pm","0:10:33"
"WhatsApp","10/08/23","10:22:14 pm","0:00:34"
"Gmail","10/08/23","10:21:43 pm","0:00:30"
"WhatsApp","10/08/23","10:20:44 pm","0:00:58"
"Gmail","10/08/23","10:20:35 pm","0:00:09"
"WhatsApp","10/08/23","10:18:52 pm","0:01:43"
"Gmail","10/08/23","10:18:34 pm","0:00:18"
"YouTube","10/08/23","10:08:20 pm","0:10:11"
"Instagram","10/08/23","10:08:16 pm","0:00:02"
"Instagram","10/08/23","10:04:15 pm","0:03:58"
"Screen on (unlocked)","10/08/23","10:04:15 pm","0:00:01"
"Screen off (locked)","10/08/23","10:04:13 pm","0:00:02"
"Instagram","10/08/23","10:03:50 pm","0:00:23"
"Lightroom","10/08/23","10:03:30 pm","0:00:19"
"Lightroom","10/08/23","10:02:56 pm","0:00:31"
"Lightroom","10/08/23","10:02:35 pm","0:00:19"
"Lightroom","10/08/23","10:02:31 pm","0:00:02"
"Lightroom","10/08/23","10:01:59 pm","0:00:29"
"Instagram","10/08/23","10:01:39 pm","0:00:12"
"Lightroom","10/08/23","9:58:55 pm","0:02:42"
"Instagram","10/08/23","9:58:23 pm","0:00:31"
"Lightroom","10/08/23","9:57:36 pm","0:00:40"
"Instagram","10/08/23","9:55:53 pm","0:01:40"
"Screen on (unlocked)","10/08/23","9:55:52 pm","0:00:01"
"Screen off (locked)","10/08/23","9:55:49 pm","0:00:04"
"Instagram","10/08/23","9:51:39 pm","0:04:10"
"Instagram","10/08/23","9:50:22 pm","0:01:13"
"Chrome","10/08/23","9:49:38 pm","0:00:42"
"Google","10/08/23","9:49:10 pm","0:00:27"
"YouTube","10/08/23","9:45:32 pm","0:03:36"
"Instagram","10/08/23","9:33:55 pm","0:11:32"
"Messages","10/08/23","9:33:53 pm","0:00:02"
"Instagram","10/08/23","9:32:20 pm","0:01:33"
"Prime Video","10/08/23","9:04:17 pm","0:28:01"
"Screen on (unlocked)","10/08/23","9:04:17 pm","0:00:01"
"Screen off (locked)","10/08/23","9:03:37 pm","0:00:40"
"Prime Video","10/08/23","8:58:03 pm","0:05:33"
"YouTube","10/08/23","8:57:57 pm","0:00:01"
"Wireless Earphones","10/08/23","8:57:54 pm","0:00:03"
"YouTube","10/08/23","8:57:04 pm","0:00:50"
"Chrome","10/08/23","8:57:02 pm","0:00:02"
"WhatsApp","10/08/23","8:56:51 pm","0:00:02"
"Screen on (unlocked)","10/08/23","8:56:51 pm","0:00:01"
"Screen off (locked)","10/08/23","8:53:57 pm","0:02:54"
"WhatsApp","10/08/23","8:52:49 pm","0:01:08"
"Screen on (unlocked)","10/08/23","8:52:48 pm","0:00:01"
"Screen off (locked)","10/08/23","8:34:07 pm","0:18:41"
"WhatsApp","10/08/23","8:33:51 pm","0:00:11"
"Screen on (unlocked)","10/08/23","8:33:50 pm","0:00:01"
"Screen off (locked)","10/08/23","8:28:02 pm","0:05:48"
"WhatsApp","10/08/23","8:26:57 pm","0:01:05"
"Screen on (unlocked)","10/08/23","8:26:55 pm","0:00:01"
"Screen off (locked)","10/08/23","8:11:12 pm","0:15:43"
"Calculator","10/08/23","8:11:05 pm","0:00:07"
"Chrome","10/08/23","8:11:03 pm","0:00:02"
"Screen on (unlocked)","10/08/23","8:11:02 pm","0:00:01"
"Screen off (locked)","10/08/23","8:00:37 pm","0:10:25"
"Chrome","10/08/23","7:59:44 pm","0:00:52"
"YouTube","10/08/23","7:57:01 pm","0:02:44"
"Chrome","10/08/23","7:55:40 pm","0:01:20"
"YouTube","10/08/23","7:55:39 pm","0:00:02"
"Chrome","10/08/23","7:55:35 pm","0:00:04"
"YouTube","10/08/23","7:54:55 pm","0:00:39"
"WhatsApp","10/08/23","7:54:22 pm","0:00:33"
"Instagram","10/08/23","7:49:27 pm","0:04:55"
"WhatsApp","10/08/23","7:49:03 pm","0:00:24"
"Instagram","10/08/23","7:37:32 pm","0:11:31"
"ICICIdirect Markets","10/08/23","7:37:20 pm","0:00:09"
"Gmail","10/08/23","7:36:53 pm","0:00:14"
"YouTube","10/08/23","7:29:09 pm","0:07:44"
"Chrome","10/08/23","7:29:06 pm","0:00:03"
"YouTube","10/08/23","7:29:06 pm","0:00:01"
"Wireless Earphones","10/08/23","7:29:03 pm","0:00:02"
"YouTube","10/08/23","7:29:02 pm","0:00:01"
"Chrome","10/08/23","7:28:54 pm","0:00:08"
"YouTube","10/08/23","7:15:23 pm","0:13:31"
"Gmail","10/08/23","7:15:13 pm","0:00:08"
"Screen on (unlocked)","10/08/23","7:15:04 pm","0:00:01"
"Screen off (locked)","10/08/23","7:14:52 pm","0:00:12"
"Instagram","10/08/23","7:06:11 pm","0:08:41"
"Instagram","10/08/23","7:04:38 pm","0:01:28"
"YouTube","10/08/23","6:59:05 pm","0:05:29"
"Instagram","10/08/23","6:36:09 pm","0:22:55"
"Wireless Earphones","10/08/23","6:36:06 pm","0:00:02"
"Instagram","10/08/23","6:35:08 pm","0:00:58"
"Wireless Earphones","10/08/23","6:35:06 pm","0:00:02"
"Instagram","10/08/23","6:34:17 pm","0:00:49"
"Instagram","10/08/23","6:34:07 pm","0:00:02"
"Screen on (unlocked)","10/08/23","6:34:06 pm","0:00:01"
"Screen off (locked)","10/08/23","6:09:32 pm","0:24:34"
"Instagram","10/08/23","6:00:30 pm","0:09:02"
"WhatsApp","10/08/23","6:00:24 pm","0:00:03"
"Screen on (unlocked)","10/08/23","6:00:21 pm","0:00:01"
"Screen off (locked)","10/08/23","5:59:09 pm","0:01:12"
"WhatsApp","10/08/23","5:58:16 pm","0:00:53"
"Chrome","10/08/23","5:54:11 pm","0:04:02"
"Screen on (unlocked)","10/08/23","5:54:11 pm","0:00:01"
"Screen off (locked)","10/08/23","5:53:55 pm","0:00:16"
"Chrome","10/08/23","5:48:15 pm","0:05:40"
"WhatsApp","10/08/23","5:47:52 pm","0:00:22"
"Chrome","10/08/23","5:37:21 pm","0:10:31"
"WhatsApp","10/08/23","5:36:25 pm","0:00:55"
"WhatsApp","10/08/23","5:36:14 pm","0:00:11"
"Chrome","10/08/23","5:32:56 pm","0:03:18"
"Screen on (unlocked)","10/08/23","5:32:55 pm","0:00:01"
"Screen off (locked)","10/08/23","5:30:38 pm","0:02:17"
"Chrome","10/08/23","5:29:38 pm","0:01:00"
"Screen on (unlocked)","10/08/23","5:29:38 pm","0:00:01"
"Screen off (locked)","10/08/23","5:26:03 pm","0:03:35"
"Chrome","10/08/23","5:24:03 pm","0:01:59"
"Screen on (unlocked)","10/08/23","5:24:00 pm","0:00:01"
"Screen off (locked)","10/08/23","5:21:16 pm","0:02:44"
"WhatsApp","10/08/23","5:21:00 pm","0:00:15"
"Chrome","10/08/23","5:21:00 pm","0:00:00"
"Screen on (unlocked)","10/08/23","5:20:59 pm","0:00:01"
"Screen off (locked)","10/08/23","5:17:42 pm","0:03:17"
"Chrome","10/08/23","5:14:56 pm","0:02:46"
"WhatsApp","10/08/23","5:14:29 pm","0:00:22"
"Screen on (unlocked)","10/08/23","5:14:28 pm","0:00:01"
"Screen off (locked)","10/08/23","5:11:05 pm","0:03:23"
"WhatsApp","10/08/23","5:10:25 pm","0:00:39"
"YouTube","10/08/23","5:07:57 pm","0:02:26"
"Chrome","10/08/23","5:07:27 pm","0:00:02"
"Screen on (unlocked)","10/08/23","5:07:26 pm","0:00:01"
"Screen off (locked)","10/08/23","5:00:25 pm","0:07:01"
"Chrome","10/08/23","4:56:27 pm","0:03:58"
"Screen on (unlocked)","10/08/23","4:56:26 pm","0:00:01"
"Screen off (locked)","10/08/23","4:51:11 pm","0:05:15"
"Chrome","10/08/23","4:49:01 pm","0:02:11"
"Truecaller","10/08/23","4:48:58 pm","0:00:02"
"Screen on (unlocked)","10/08/23","4:48:57 pm","0:00:01"
"Screen off (locked)","10/08/23","4:35:58 pm","0:12:59"
"Truecaller","10/08/23","4:35:57 pm","0:00:00"
"Screen on (unlocked)","10/08/23","4:35:57 pm","0:00:01"
"Screen off (locked)","10/08/23","4:35:55 pm","0:00:02"
"Chrome","10/08/23","4:35:54 pm","0:00:01"
"Phone","10/08/23","4:35:48 pm","0:00:06"
"Screen on (unlocked)","10/08/23","4:35:48 pm","0:00:01"
"Screen off (locked)","10/08/23","4:16:07 pm","0:19:41"
"Chrome","10/08/23","4:14:43 pm","0:01:24"
"WhatsApp","10/08/23","4:14:34 pm","0:00:08"
"Chrome","10/08/23","4:14:33 pm","0:00:01"
"Screen on (unlocked)","10/08/23","4:14:33 pm","0:00:01"
"Screen off (locked)","10/08/23","4:13:44 pm","0:00:49"
"Chrome","10/08/23","4:12:31 pm","0:01:13"
"Chrome","10/08/23","4:12:27 pm","0:00:03"
"WhatsApp","10/08/23","4:10:51 pm","0:01:31"
"Google","10/08/23","4:10:45 pm","0:00:02"
"Screen on (unlocked)","10/08/23","4:10:40 pm","0:00:01"
